subject,stimulus,response,goodness,reactionTime
experimentMFC_1,s1_t2_r2,comp,3,8.497372300014831
experimentMFC_1,s8_t2_r2,comp,3,0.7471607000334188
experimentMFC_1,s6_t2_r2,comp,4,11.986121599911712
experimentMFC_1,s2_t2_r2,comp,6,3.0615545000182465
experimentMFC_1,s7_t2_r2,comp,4,6.16383620002307
experimentMFC_1,s3_t2_r2,comp,3,5.9566950999433175
experimentMFC_1,s4_t2_r2,comp,3,4.960087200044654
experimentMFC_1,s10_t2_r2,comp,3,3.66114799992647
experimentMFC_1,s5_t2_r2,comp,2,7.607724700006656
experimentMFC_1,s9_t2_r2,comp,5,5.79934109991882
experimentMFC_1,s5_t2_r2,comp,2,5.999960700049996
experimentMFC_1,s1_t2_r2,comp,6,5.667959899990819
experimentMFC_1,s3_t2_r2,comp,3,4.554676900035702
experimentMFC_1,s6_t2_r2,comp,4,4.815253799897619
experimentMFC_1,s4_t2_r2,comp,4,8.025580999907106
experimentMFC_1,s10_t2_r2,comp,3,3.5682385000400245
experimentMFC_1,s7_t2_r2,comp,5,5.502229200094007
experimentMFC_1,s9_t2_r2,comp,5,3.0300963000627235
experimentMFC_1,s2_t2_r2,comp,7,3.1481384000508115
experimentMFC_1,s8_t2_r2,comp,3,3.89917680004146
experimentMFC_1,s9_t2_r2,comp,5,4.07758019992616
experimentMFC_1,s7_t2_r2,comp,5,3.3966450000880286
experimentMFC_1,s2_t2_r2,comp,7,3.311235099914484
experimentMFC_1,s10_t2_r2,comp,3,3.011221699998714
experimentMFC_1,s8_t2_r2,comp,3,3.5835361999925226
experimentMFC_1,s1_t2_r2,comp,6,4.762291299994104
experimentMFC_1,s5_t2_r2,comp,2,2.447652300004848
experimentMFC_1,s4_t2_r2,comp,5,3.556105999974534
experimentMFC_1,s3_t2_r2,comp,3,3.214300199993886
experimentMFC_1,s6_t2_r2,comp,4,1.4893322000280025
