subject,stimulus,response,goodness,reactionTime
experimentMFC_3,s1_t1_r2,ac,5,13.66278150002472
experimentMFC_3,s7_t1_r2,ac,4,0.6275729000335559
experimentMFC_3,s4_t1_r2,ac,4,1.5346420999849215
experimentMFC_3,s8_t1_r2,ac,4,7.590665100025944
experimentMFC_3,s2_t1_r2,ac,6,4.124175400007516
experimentMFC_3,s6_t1_r2,ac,2,5.1530083999969065
experimentMFC_3,s10_t1_r2,ac,3,10.649556699907407
experimentMFC_3,s5_t1_r2,ac,2,2.9853756999364123
experimentMFC_3,s3_t1_r2,ac,3,3.880553300026804
experimentMFC_3,s9_t1_r2,ac,6,3.874348699930124
experimentMFC_3,s8_t1_r2,ac,6,4.13556600001175
experimentMFC_3,s4_t1_r2,ac,4,0.190029599936679
experimentMFC_3,s3_t1_r2,ac,3,0.2063210998894646
experimentMFC_3,s9_t1_r2,ac,6,0.614749199943617
experimentMFC_3,s10_t1_r2,ac,3,1.3590561000164598
experimentMFC_3,s5_t1_r2,ac,2,3.4348643999546766
experimentMFC_3,s1_t1_r2,ac,4,3.4337680999888107
experimentMFC_3,s7_t1_r2,ac,4,2.5670870000030845
experimentMFC_3,s2_t1_r2,ac,6,3.547951599932276
experimentMFC_3,s6_t1_r2,ac,2,1.6984464999986812
experimentMFC_3,s1_t1_r2,ac,4,2.2261323999846354
experimentMFC_3,s9_t1_r2,ac,6,2.603614100022241
experimentMFC_3,s5_t1_r2,ac,2,1.2374029000056908
experimentMFC_3,s4_t1_r2,ac,5,-0.0615690000122413
experimentMFC_3,s7_t1_r2,ac,4,0.1836410000687465
experimentMFC_3,s10_t1_r2,ac,3,0.6152020000154153
experimentMFC_3,s6_t1_r2,ac,2,1.7612271999241784
experimentMFC_3,s2_t1_r2,ac,6,3.154598399996757
experimentMFC_3,s3_t1_r2,ac,3,1.4582430999726057
experimentMFC_3,s8_t1_r2,ac,6,2.769501500064507
