experiments,stimulus,repetition,response,goodness,rt,subj
2,s5_t2_r2,1,comp,4,0.9091451,E2_LeeHJ
2,s5_t2_r2,2,comp,3,0.7046885,E2_LeeHJ
2,s5_t2_r2,3,comp,2,1.7225691,E2_LeeHJ
2,s6_t2_r2,1,comp,5,4.2226623,E2_LeeHJ
2,s6_t2_r2,2,comp,5,0.7675804,E2_LeeHJ
2,s6_t2_r2,3,comp,5,0.8474082,E2_LeeHJ
2,s7_t2_r2,1,comp,5,6.8266653,E2_LeeHJ
2,s7_t2_r2,2,comp,5,4.1008111,E2_LeeHJ
2,s7_t2_r2,3,comp,3,1.6817554,E2_LeeHJ
2,s8_t2_r2,1,comp,6,6.7162796,E2_LeeHJ
2,s8_t2_r2,2,comp,4,2.3983646,E2_LeeHJ
2,s8_t2_r2,3,comp,5,1.22248,E2_LeeHJ
2,s9_t2_r2,1,comp,3,3.0376776,E2_LeeHJ
2,s9_t2_r2,2,comp,3,2.7748621,E2_LeeHJ
2,s9_t2_r2,3,comp,3,0.7877015,E2_LeeHJ
2,s1_t2_r2,1,fl,4,0.4760984,E2_LeeHJ
2,s1_t2_r2,2,fl,4,0.5502058,E2_LeeHJ
2,s1_t2_r2,3,fl,3,3.7368501,E2_LeeHJ
2,s10_t2_r2,1,fl,4,0.0910053,E2_LeeHJ
2,s10_t2_r2,2,fl,3,3.2540975,E2_LeeHJ
2,s10_t2_r2,3,fl,4,1.6208216,E2_LeeHJ
2,s2_t2_r2,1,fl,6,0.5164384,E2_LeeHJ
2,s2_t2_r2,2,fl,5,0.7085124,E2_LeeHJ
2,s2_t2_r2,3,fl,6,0.7744421,E2_LeeHJ
2,s3_t2_r2,1,fl,3,0.5462062,E2_LeeHJ
2,s3_t2_r2,2,fl,2,0.1959534,E2_LeeHJ
2,s3_t2_r2,3,fl,2,0.6091613,E2_LeeHJ
2,s4_t2_r2,1,fl,2,4.4122011,E2_LeeHJ
2,s4_t2_r2,2,fl,2,0.5629844,E2_LeeHJ
2,s4_t2_r2,3,fl,2,0.9452884,E2_LeeHJ
2,s5_t2_r2,1,fl,2,1.4298223,E2_LeeHJ
2,s5_t2_r2,2,fl,2,1.0544206,E2_LeeHJ
2,s5_t2_r2,3,fl,2,0.2117528,E2_LeeHJ
2,s6_t2_r2,1,fl,4,0.4051018,E2_LeeHJ
2,s6_t2_r2,2,fl,4,0.793019,E2_LeeHJ
2,s6_t2_r2,3,fl,4,0.6426973,E2_LeeHJ
2,s7_t2_r2,1,fl,3,0.5895873,E2_LeeHJ
2,s7_t2_r2,2,fl,4,0.9332951,E2_LeeHJ
2,s7_t2_r2,3,fl,3,0.6173491,E2_LeeHJ
2,s8_t2_r2,1,fl,5,1.255023,E2_LeeHJ
2,s8_t2_r2,2,fl,5,0.661667,E2_LeeHJ
2,s8_t2_r2,3,fl,5,1.125369,E2_LeeHJ
2,s9_t2_r2,1,fl,3,0.5942651,E2_LeeHJ
2,s9_t2_r2,2,fl,2,2.4101647,E2_LeeHJ
2,s9_t2_r2,3,fl,3,2.9532177,E2_LeeHJ
2,s1_t2_r2,1,in,2,0.3125652,E2_LeeHJ
2,s1_t2_r2,2,in,2,0.54778,E2_LeeHJ
2,s1_t2_r2,3,in,2,0.9393391,E2_LeeHJ
2,s10_t2_r2,1,in,5,0.6693849,E2_LeeHJ
2,s10_t2_r2,2,in,6,0.5572545,E2_LeeHJ
2,s10_t2_r2,3,in,6,0.5447798,E2_LeeHJ
2,s2_t2_r2,1,in,6,1.1046965,E2_LeeHJ
2,s2_t2_r2,2,in,6,0.4091631,E2_LeeHJ
2,s2_t2_r2,3,in,6,1.5307598,E2_LeeHJ
2,s3_t2_r2,1,in,3,1.4480471,E2_LeeHJ
2,s3_t2_r2,2,in,3,0.8771645,E2_LeeHJ
2,s3_t2_r2,3,in,3,0.4962567,E2_LeeHJ
2,s4_t2_r2,1,in,2,0.5394296,E2_LeeHJ
2,s4_t2_r2,2,in,4,0.4112859,E2_LeeHJ
2,s4_t2_r2,3,in,4,0.6566789,E2_LeeHJ
2,s5_t2_r2,1,in,2,0.1680931,E2_LeeHJ
2,s5_t2_r2,2,in,2,0.35052,E2_LeeHJ
2,s5_t2_r2,3,in,2,0.4804427,E2_LeeHJ
2,s6_t2_r2,1,in,6,0.5981017,E2_LeeHJ
2,s6_t2_r2,2,in,6,0.075714,E2_LeeHJ
2,s6_t2_r2,3,in,6,0.2525623,E2_LeeHJ
2,s7_t2_r2,1,in,4,0.5746187,E2_LeeHJ
2,s7_t2_r2,2,in,5,0.7360121,E2_LeeHJ
2,s7_t2_r2,3,in,5,0.1953943,E2_LeeHJ
2,s8_t2_r2,1,in,5,0.594928,E2_LeeHJ
2,s8_t2_r2,2,in,5,0.4870387,E2_LeeHJ
2,s8_t2_r2,3,in,5,1.02575,E2_LeeHJ
2,s9_t2_r2,1,in,5,0.9059177,E2_LeeHJ
2,s9_t2_r2,2,in,6,0.4775336,E2_LeeHJ
2,s9_t2_r2,3,in,6,0.938023,E2_LeeHJ
2,s1_t2_r2,1,ac,7,2.2412785,E2_LeeYS
2,s1_t2_r2,2,ac,6,5.9208163,E2_LeeYS
2,s1_t2_r2,3,ac,6,6.0430545,E2_LeeYS
2,s10_t2_r2,1,ac,4,3.2226117,E2_LeeYS
2,s10_t2_r2,2,ac,3,3.5651559,E2_LeeYS
2,s10_t2_r2,3,ac,4,3.7507333,E2_LeeYS
2,s2_t2_r2,1,ac,7,3.351833,E2_LeeYS
2,s2_t2_r2,2,ac,7,2.8210331,E2_LeeYS
2,s2_t2_r2,3,ac,7,0.7532815,E2_LeeYS
2,s3_t2_r2,1,ac,3,2.7203705,E2_LeeYS
2,s3_t2_r2,2,ac,3,2.2261517,E2_LeeYS
2,s3_t2_r2,3,ac,3,4.6999673,E2_LeeYS
2,s4_t2_r2,1,ac,3,2.0658694,E2_LeeYS
2,s4_t2_r2,2,ac,2,2.8303421,E2_LeeYS
2,s4_t2_r2,3,ac,3,1.566826,E2_LeeYS
2,s5_t2_r2,1,ac,3,3.4640791,E2_LeeYS
2,s5_t2_r2,2,ac,3,3.3263933,E2_LeeYS
2,s5_t2_r2,3,ac,2,2.1229352,E2_LeeYS
2,s6_t2_r2,1,ac,3,3.2105304,E2_LeeYS
2,s6_t2_r2,2,ac,3,1.8060326,E2_LeeYS
2,s6_t2_r2,3,ac,3,1.7855667,E2_LeeYS
2,s7_t2_r2,1,ac,5,4.2584938,E2_LeeYS
2,s7_t2_r2,2,ac,5,2.1608411,E2_LeeYS
2,s7_t2_r2,3,ac,4,2.1218024,E2_LeeYS
2,s8_t2_r2,1,ac,4,2.7004401,E2_LeeYS
2,s8_t2_r2,2,ac,4,4.3859813,E2_LeeYS
2,s8_t2_r2,3,ac,4,2.7436425,E2_LeeYS
2,s9_t2_r2,1,ac,3,3.2357356,E2_LeeYS
2,s9_t2_r2,2,ac,4,3.292773,E2_LeeYS
2,s9_t2_r2,3,ac,4,2.1955891,E2_LeeYS
2,s1_t2_r2,1,comp,6,7.7669892,E2_LeeYS
2,s1_t2_r2,2,comp,6,5.0622806,E2_LeeYS
2,s1_t2_r2,3,comp,6,4.3264126,E2_LeeYS
2,s10_t2_r2,1,comp,4,4.4510048,E2_LeeYS
2,s10_t2_r2,2,comp,3,4.2760706,E2_LeeYS
2,s10_t2_r2,3,comp,4,4.5825869,E2_LeeYS
2,s2_t2_r2,1,comp,6,7.3900178,E2_LeeYS
2,s2_t2_r2,2,comp,6,4.2141364,E2_LeeYS
2,s2_t2_r2,3,comp,6,3.7898011,E2_LeeYS
2,s3_t2_r2,1,comp,3,5.9207414,E2_LeeYS
2,s3_t2_r2,2,comp,3,4.0191627,E2_LeeYS
2,s3_t2_r2,3,comp,4,2.684108,E2_LeeYS
2,s4_t2_r2,1,comp,3,5.6142951,E2_LeeYS
2,s4_t2_r2,2,comp,3,4.1731748,E2_LeeYS
2,s4_t2_r2,3,comp,4,4.3090499,E2_LeeYS
2,s5_t2_r2,1,comp,3,6.6064321,E2_LeeYS
2,s5_t2_r2,2,comp,3,6.5613961,E2_LeeYS
2,s5_t2_r2,3,comp,3,5.4314399,E2_LeeYS
2,s6_t2_r2,1,comp,3,1.5242744,E2_LeeYS
2,s6_t2_r2,2,comp,4,4.4509271,E2_LeeYS
2,s6_t2_r2,3,comp,4,4.7840836,E2_LeeYS
2,s7_t2_r2,1,comp,5,6.6550958,E2_LeeYS
2,s7_t2_r2,2,comp,4,6.0510727,E2_LeeYS
2,s7_t2_r2,3,comp,4,3.414581,E2_LeeYS
2,s8_t2_r2,1,comp,4,1.7166021,E2_LeeYS
2,s8_t2_r2,2,comp,5,4.923475,E2_LeeYS
2,s8_t2_r2,3,comp,5,4.1441202,E2_LeeYS
2,s9_t2_r2,1,comp,4,4.9497491,E2_LeeYS
2,s9_t2_r2,2,comp,5,4.8969694,E2_LeeYS
2,s9_t2_r2,3,comp,5,4.0627149,E2_LeeYS
2,s1_t2_r2,1,fl,5,6.0255381,E2_LeeYS
2,s1_t2_r2,2,fl,5,2.6418775,E2_LeeYS
2,s1_t2_r2,3,fl,6,2.5721126,E2_LeeYS
2,s10_t2_r2,1,fl,3,4.4856058,E2_LeeYS
2,s10_t2_r2,2,fl,3,2.2104846,E2_LeeYS
2,s10_t2_r2,3,fl,3,2.1692955,E2_LeeYS
2,s2_t2_r2,1,fl,7,5.5178257,E2_LeeYS
2,s2_t2_r2,2,fl,7,2.7610922,E2_LeeYS
2,s2_t2_r2,3,fl,7,2.7931345,E2_LeeYS
2,s3_t2_r2,1,fl,3,3.6348029,E2_LeeYS
2,s3_t2_r2,2,fl,3,2.6109361,E2_LeeYS
2,s3_t2_r2,3,fl,3,2.1726654,E2_LeeYS
2,s4_t2_r2,1,fl,2,2.5907844,E2_LeeYS
2,s4_t2_r2,2,fl,2,2.1844678,E2_LeeYS
2,s4_t2_r2,3,fl,2,2.497556,E2_LeeYS
2,s5_t2_r2,1,fl,2,4.5956663,E2_LeeYS
2,s5_t2_r2,2,fl,2,2.2951317,E2_LeeYS
2,s5_t2_r2,3,fl,2,2.0982506,E2_LeeYS
2,s6_t2_r2,1,fl,3,3.4642902,E2_LeeYS
2,s6_t2_r2,2,fl,3,2.4445903,E2_LeeYS
2,s6_t2_r2,3,fl,3,2.1637153,E2_LeeYS
2,s7_t2_r2,1,fl,4,4.9054928,E2_LeeYS
2,s7_t2_r2,2,fl,4,3.46102,E2_LeeYS
2,s7_t2_r2,3,fl,3,2.3714445,E2_LeeYS
2,s8_t2_r2,1,fl,5,4.4770556,E2_LeeYS
2,s8_t2_r2,2,fl,4,3.3756199,E2_LeeYS
2,s8_t2_r2,3,fl,4,3.1614269,E2_LeeYS
2,s9_t2_r2,1,fl,5,4.2759299,E2_LeeYS
2,s9_t2_r2,2,fl,5,4.4003032,E2_LeeYS
2,s9_t2_r2,3,fl,4,2.0564958,E2_LeeYS
2,s1_t2_r2,1,in,5,2.6604264,E2_LeeYS
2,s1_t2_r2,2,in,6,2.7919722,E2_LeeYS
2,s1_t2_r2,3,in,6,3.7708921,E2_LeeYS
2,s10_t2_r2,1,in,5,3.4988344,E2_LeeYS
2,s10_t2_r2,2,in,4,2.5192816,E2_LeeYS
2,s10_t2_r2,3,in,4,4.9419518,E2_LeeYS
2,s2_t2_r2,1,in,7,5.3328244,E2_LeeYS
2,s2_t2_r2,2,in,7,3.6319798,E2_LeeYS
2,s2_t2_r2,3,in,7,2.1805903,E2_LeeYS
2,s3_t2_r2,1,in,4,2.369025,E2_LeeYS
2,s3_t2_r2,2,in,3,2.3785644,E2_LeeYS
2,s3_t2_r2,3,in,3,0.9230379,E2_LeeYS
2,s4_t2_r2,1,in,3,3.4915816,E2_LeeYS
2,s4_t2_r2,2,in,3,2.192916,E2_LeeYS
2,s4_t2_r2,3,in,3,0.8980648,E2_LeeYS
2,s5_t2_r2,1,in,3,6.9344803,E2_LeeYS
2,s5_t2_r2,2,in,3,2.1418607,E2_LeeYS
2,s5_t2_r2,3,in,3,4.4527301,E2_LeeYS
2,s6_t2_r2,1,in,5,2.1401164,E2_LeeYS
2,s6_t2_r2,2,in,4,2.1335503,E2_LeeYS
2,s6_t2_r2,3,in,4,1.8696195,E2_LeeYS
2,s7_t2_r2,1,in,5,3.1632769,E2_LeeYS
2,s7_t2_r2,2,in,4,2.190362,E2_LeeYS
2,s7_t2_r2,3,in,4,2.4172134,E2_LeeYS
2,s8_t2_r2,1,in,5,2.3789462,E2_LeeYS
2,s8_t2_r2,2,in,5,2.1993093,E2_LeeYS
2,s8_t2_r2,3,in,5,2.7148373,E2_LeeYS
2,s9_t2_r2,1,in,4,3.3785586,E2_LeeYS
2,s9_t2_r2,2,in,3,0.7941842,E2_LeeYS
2,s9_t2_r2,3,in,4,6.3673142,E2_LeeYS
2,s1_t2_r2,1,ac,3,7.0891408,E2_SungYW
2,s1_t2_r2,2,ac,3,3.3117984,E2_SungYW
2,s1_t2_r2,3,ac,3,3.3782103,E2_SungYW
2,s10_t2_r2,1,ac,4,2.4119901,E2_SungYW
2,s10_t2_r2,2,ac,4,2.6102985,E2_SungYW
2,s10_t2_r2,3,ac,3,2.5927675,E2_SungYW
2,s2_t2_r2,1,ac,6,2.5669308,E2_SungYW
2,s2_t2_r2,2,ac,7,1.627758,E2_SungYW
2,s2_t2_r2,3,ac,6,1.5291631,E2_SungYW
2,s3_t2_r2,1,ac,3,3.068252,E2_SungYW
2,s3_t2_r2,2,ac,3,1.330058,E2_SungYW
2,s3_t2_r2,3,ac,3,1.456854,E2_SungYW
2,s4_t2_r2,1,ac,3,2.9212026,E2_SungYW
2,s4_t2_r2,2,ac,3,1.6101311,E2_SungYW
2,s4_t2_r2,3,ac,3,1.6030236,E2_SungYW
2,s5_t2_r2,1,ac,2,4.616492,E2_SungYW
2,s5_t2_r2,2,ac,2,2.6408937,E2_SungYW
2,s5_t2_r2,3,ac,2,3.8896782,E2_SungYW
2,s6_t2_r2,1,ac,3,2.7348607,E2_SungYW
2,s6_t2_r2,2,ac,2,1.0694357,E2_SungYW
2,s6_t2_r2,3,ac,3,2.798613,E2_SungYW
2,s7_t2_r2,1,ac,5,2.7970745,E2_SungYW
2,s7_t2_r2,2,ac,5,1.4680938,E2_SungYW
2,s7_t2_r2,3,ac,5,3.1674169,E2_SungYW
2,s8_t2_r2,1,ac,3,3.0122162,E2_SungYW
2,s8_t2_r2,2,ac,3,2.4767645,E2_SungYW
2,s8_t2_r2,3,ac,4,3.8346115,E2_SungYW
2,s9_t2_r2,1,ac,5,5.0330505,E2_SungYW
2,s9_t2_r2,2,ac,5,1.724807,E2_SungYW
2,s9_t2_r2,3,ac,5,1.1862914,E2_SungYW
2,s1_t2_r2,1,comp,4,9.6399117,E2_SungYW
2,s1_t2_r2,2,comp,3,14.4732248,E2_SungYW
2,s1_t2_r2,3,comp,4,6.6925093,E2_SungYW
2,s10_t2_r2,1,comp,3,5.0617442,E2_SungYW
2,s10_t2_r2,2,comp,4,0.3134019,E2_SungYW
2,s10_t2_r2,3,comp,3,2.4838838,E2_SungYW
2,s2_t2_r2,1,comp,5,3.3033581,E2_SungYW
2,s2_t2_r2,2,comp,5,2.8423915,E2_SungYW
2,s2_t2_r2,3,comp,6,2.3173521,E2_SungYW
2,s3_t2_r2,1,comp,4,4.6180707,E2_SungYW
2,s3_t2_r2,2,comp,3,3.9830442,E2_SungYW
2,s3_t2_r2,3,comp,4,3.8391529,E2_SungYW
2,s4_t2_r2,1,comp,3,3.6115738,E2_SungYW
2,s4_t2_r2,2,comp,2,1.6870772,E2_SungYW
2,s4_t2_r2,3,comp,3,1.662135,E2_SungYW
2,s5_t2_r2,1,comp,3,7.9599478,E2_SungYW
2,s5_t2_r2,2,comp,2,6.6642039,E2_SungYW
2,s5_t2_r2,3,comp,2,2.5577097,E2_SungYW
2,s6_t2_r2,1,comp,4,3.4974664,E2_SungYW
2,s6_t2_r2,2,comp,4,2.8386372,E2_SungYW
2,s6_t2_r2,3,comp,3,3.4011105,E2_SungYW
2,s7_t2_r2,1,comp,5,4.5091415,E2_SungYW
2,s7_t2_r2,2,comp,4,3.0335693,E2_SungYW
2,s7_t2_r2,3,comp,4,2.6961773,E2_SungYW
2,s8_t2_r2,1,comp,5,3.5787255,E2_SungYW
2,s8_t2_r2,2,comp,4,3.4685225,E2_SungYW
2,s8_t2_r2,3,comp,4,2.8596821,E2_SungYW
2,s9_t2_r2,1,comp,4,4.8078386,E2_SungYW
2,s9_t2_r2,2,comp,3,3.182743,E2_SungYW
2,s9_t2_r2,3,comp,3,2.2745073,E2_SungYW
2,s1_t2_r2,1,fl,5,5.4605117,E2_SungYW
2,s1_t2_r2,2,fl,5,3.697953,E2_SungYW
2,s1_t2_r2,3,fl,4,3.4715076,E2_SungYW
2,s10_t2_r2,1,fl,3,2.7375727,E2_SungYW
2,s10_t2_r2,2,fl,3,2.4161418,E2_SungYW
2,s10_t2_r2,3,fl,3,2.7715698,E2_SungYW
2,s2_t2_r2,1,fl,5,4.2236265,E2_SungYW
2,s2_t2_r2,2,fl,6,2.4206726,E2_SungYW
2,s2_t2_r2,3,fl,6,1.6929651,E2_SungYW
2,s3_t2_r2,1,fl,3,2.8342268,E2_SungYW
2,s3_t2_r2,2,fl,3,1.5734398,E2_SungYW
2,s3_t2_r2,3,fl,3,1.7276048,E2_SungYW
2,s4_t2_r2,1,fl,2,3.051302,E2_SungYW
2,s4_t2_r2,2,fl,2,1.68712,E2_SungYW
2,s4_t2_r2,3,fl,2,1.1249637,E2_SungYW
2,s5_t2_r2,1,fl,2,5.0060644,E2_SungYW
2,s5_t2_r2,2,fl,2,2.5796928,E2_SungYW
2,s5_t2_r2,3,fl,2,7.2731362,E2_SungYW
2,s6_t2_r2,1,fl,3,3.0340784,E2_SungYW
2,s6_t2_r2,2,fl,3,1.3534921,E2_SungYW
2,s6_t2_r2,3,fl,3,2.4390905,E2_SungYW
2,s7_t2_r2,1,fl,3,4.598948,E2_SungYW
2,s7_t2_r2,2,fl,4,3.2883178,E2_SungYW
2,s7_t2_r2,3,fl,4,2.6104544,E2_SungYW
2,s8_t2_r2,1,fl,3,3.335922,E2_SungYW
2,s8_t2_r2,2,fl,3,2.2378216,E2_SungYW
2,s8_t2_r2,3,fl,3,2.7737397,E2_SungYW
2,s9_t2_r2,1,fl,3,2.3818828,E2_SungYW
2,s9_t2_r2,2,fl,3,2.445809,E2_SungYW
2,s9_t2_r2,3,fl,5,1.9028923,E2_SungYW
2,s1_t2_r2,1,in,3,2.9241005,E2_SungYW
2,s1_t2_r2,2,in,3,1.9636014,E2_SungYW
2,s1_t2_r2,3,in,3,1.4536455,E2_SungYW
2,s10_t2_r2,1,in,5,2.3383778,E2_SungYW
2,s10_t2_r2,2,in,5,1.4627651,E2_SungYW
2,s10_t2_r2,3,in,4,1.2025642,E2_SungYW
2,s2_t2_r2,1,in,7,2.4083739,E2_SungYW
2,s2_t2_r2,2,in,7,1.8537856,E2_SungYW
2,s2_t2_r2,3,in,7,1.2744869,E2_SungYW
2,s3_t2_r2,1,in,4,2.4879241,E2_SungYW
2,s3_t2_r2,2,in,4,1.7867953,E2_SungYW
2,s3_t2_r2,3,in,4,2.4692651,E2_SungYW
2,s4_t2_r2,1,in,5,9.3226378,E2_SungYW
2,s4_t2_r2,2,in,4,2.582567,E2_SungYW
2,s4_t2_r2,3,in,4,3.292188,E2_SungYW
2,s5_t2_r2,1,in,3,4.6977024,E2_SungYW
2,s5_t2_r2,2,in,3,2.3233886,E2_SungYW
2,s5_t2_r2,3,in,3,1.2885612,E2_SungYW
2,s6_t2_r2,1,in,3,1.9147008,E2_SungYW
2,s6_t2_r2,2,in,3,3.0323204,E2_SungYW
2,s6_t2_r2,3,in,3,1.1889462,E2_SungYW
2,s7_t2_r2,1,in,6,1.8889825,E2_SungYW
2,s7_t2_r2,2,in,5,0.965181,E2_SungYW
2,s7_t2_r2,3,in,5,1.107778,E2_SungYW
2,s8_t2_r2,1,in,5,2.7310674,E2_SungYW
2,s8_t2_r2,2,in,5,1.4333893,E2_SungYW
2,s8_t2_r2,3,in,5,2.1724009,E2_SungYW
2,s9_t2_r2,1,in,5,2.1879662,E2_SungYW
2,s9_t2_r2,2,in,5,1.2503164,E2_SungYW
2,s9_t2_r2,3,in,5,0.8488418,E2_SungYW
2,s1_t2_r2,1,ac,5,0.1200819,E2_YunYC
2,s1_t2_r2,2,ac,5,-0.1760982,E2_YunYC
2,s1_t2_r2,3,ac,5,4.4635991,E2_YunYC
2,s10_t2_r2,1,ac,6,-0.0522186,E2_YunYC
2,s10_t2_r2,2,ac,6,0.2023122,E2_YunYC
2,s10_t2_r2,3,ac,5,-0.1169436,E2_YunYC
2,s2_t2_r2,1,ac,5,-0.1575792,E2_YunYC
2,s2_t2_r2,2,ac,4,1.5619155,E2_YunYC
2,s2_t2_r2,3,ac,6,0.3421606,E2_YunYC
2,s3_t2_r2,1,ac,4,0.207057,E2_YunYC
2,s3_t2_r2,2,ac,3,3.591526,E2_YunYC
2,s3_t2_r2,3,ac,3,3.1620486,E2_YunYC
2,s4_t2_r2,1,ac,3,2.1308247,E2_YunYC
2,s4_t2_r2,2,ac,4,1.9122535,E2_YunYC
2,s4_t2_r2,3,ac,4,1.3128593,E2_YunYC
2,s5_t2_r2,1,ac,1,1.5446392,E2_YunYC
2,s5_t2_r2,2,ac,2,0.5641243,E2_YunYC
2,s5_t2_r2,3,ac,2,7.8304059,E2_YunYC
2,s6_t2_r2,1,ac,5,1.5808692,E2_YunYC
2,s6_t2_r2,2,ac,3,1.1823458,E2_YunYC
2,s6_t2_r2,3,ac,3,0.5211978,E2_YunYC
2,s7_t2_r2,1,ac,6,0.002956,E2_YunYC
2,s7_t2_r2,2,ac,5,2.6053169,E2_YunYC
2,s7_t2_r2,3,ac,6,-0.0477718,E2_YunYC
2,s8_t2_r2,1,ac,4,4.3512987,E2_YunYC
2,s8_t2_r2,2,ac,4,1.8026316,E2_YunYC
2,s8_t2_r2,3,ac,5,1.6617394,E2_YunYC
2,s9_t2_r2,1,ac,4,0.1222917,E2_YunYC
2,s9_t2_r2,2,ac,4,0.2280259,E2_YunYC
2,s9_t2_r2,3,ac,4,-0.078112,E2_YunYC
2,s1_t2_r2,1,comp,3,3.4128569,E2_YunYC
2,s1_t2_r2,2,comp,4,1.562676,E2_YunYC
2,s1_t2_r2,3,comp,3,2.2519049,E2_YunYC
2,s10_t2_r2,1,comp,4,6.5744102,E2_YunYC
2,s10_t2_r2,2,comp,4,2.6395157,E2_YunYC
2,s10_t2_r2,3,comp,4,1.3889869,E2_YunYC
2,s2_t2_r2,1,comp,6,5.1507798,E2_YunYC
2,s2_t2_r2,2,comp,4,0.2029049,E2_YunYC
2,s2_t2_r2,3,comp,5,0.7233098,E2_YunYC
2,s3_t2_r2,1,comp,3,3.983673,E2_YunYC
2,s3_t2_r2,2,comp,3,0.372812,E2_YunYC
2,s3_t2_r2,3,comp,3,2.7028786,E2_YunYC
2,s4_t2_r2,1,comp,3,2.8822555,E2_YunYC
2,s4_t2_r2,2,comp,5,4.0381321,E2_YunYC
2,s4_t2_r2,3,comp,4,-0.0591746,E2_YunYC
2,s5_t2_r2,1,comp,1,4.6638904,E2_YunYC
2,s5_t2_r2,2,comp,1,1.143516,E2_YunYC
2,s5_t2_r2,3,comp,3,8.752615,E2_YunYC
2,s6_t2_r2,1,comp,5,2.8213484,E2_YunYC
2,s6_t2_r2,2,comp,5,0.0737861,E2_YunYC
2,s6_t2_r2,3,comp,4,-0.1780826,E2_YunYC
2,s7_t2_r2,1,comp,4,0.2254138,E2_YunYC
2,s7_t2_r2,2,comp,3,1.582528,E2_YunYC
2,s7_t2_r2,3,comp,4,1.7417757,E2_YunYC
2,s8_t2_r2,1,comp,4,2.8303854,E2_YunYC
2,s8_t2_r2,2,comp,3,-0.0576095,E2_YunYC
2,s8_t2_r2,3,comp,3,2.5030489,E2_YunYC
2,s9_t2_r2,1,comp,3,2.8549877,E2_YunYC
2,s9_t2_r2,2,comp,3,0.6313234,E2_YunYC
2,s9_t2_r2,3,comp,4,0.3912182,E2_YunYC
2,s1_t2_r2,1,fl,4,3.9912942,E2_YunYC
2,s1_t2_r2,2,fl,4,4.8954209,E2_YunYC
2,s1_t2_r2,3,fl,5,2.2859887,E2_YunYC
2,s10_t2_r2,1,fl,5,2.5815313,E2_YunYC
2,s10_t2_r2,2,fl,5,4.0001471,E2_YunYC
2,s10_t2_r2,3,fl,5,1.1029015,E2_YunYC
2,s2_t2_r2,1,fl,4,-0.2173382,E2_YunYC
2,s2_t2_r2,2,fl,4,6.1445769,E2_YunYC
2,s2_t2_r2,3,fl,6,2.3624641,E2_YunYC
2,s3_t2_r2,1,fl,3,0.9879037,E2_YunYC
2,s3_t2_r2,2,fl,3,1.4559613,E2_YunYC
2,s3_t2_r2,3,fl,3,3.7345486,E2_YunYC
2,s4_t2_r2,1,fl,3,0.9728045,E2_YunYC
2,s4_t2_r2,2,fl,3,1.6301902,E2_YunYC
2,s4_t2_r2,3,fl,3,3.2818539,E2_YunYC
2,s5_t2_r2,1,fl,2,1.1741791,E2_YunYC
2,s5_t2_r2,2,fl,2,1.7840135,E2_YunYC
2,s5_t2_r2,3,fl,2,1.6445231,E2_YunYC
2,s6_t2_r2,1,fl,3,1.7294919,E2_YunYC
2,s6_t2_r2,2,fl,5,1.7148718,E2_YunYC
2,s6_t2_r2,3,fl,5,0.3426884,E2_YunYC
2,s7_t2_r2,1,fl,4,0.1269684,E2_YunYC
2,s7_t2_r2,2,fl,5,1.7428049,E2_YunYC
2,s7_t2_r2,3,fl,5,5.2411535,E2_YunYC
2,s8_t2_r2,1,fl,4,3.2155958,E2_YunYC
2,s8_t2_r2,2,fl,4,2.8515603,E2_YunYC
2,s8_t2_r2,3,fl,4,0.5031304,E2_YunYC
2,s9_t2_r2,1,fl,5,2.8306324,E2_YunYC
2,s9_t2_r2,2,fl,4,1.562373,E2_YunYC
2,s9_t2_r2,3,fl,4,5.1117112,E2_YunYC
2,s1_t2_r2,1,in,4,0.3031109,E2_YunYC
2,s1_t2_r2,2,in,4,0.9233442,E2_YunYC
2,s1_t2_r2,3,in,4,-0.2459999,E2_YunYC
2,s10_t2_r2,1,in,5,-0.0936346,E2_YunYC
2,s10_t2_r2,2,in,5,-0.2372749,E2_YunYC
2,s10_t2_r2,3,in,5,-0.27325,E2_YunYC
2,s2_t2_r2,1,in,5,-0.1386688,E2_YunYC
2,s2_t2_r2,2,in,4,0.0881108,E2_YunYC
2,s2_t2_r2,3,in,5,2.2432374,E2_YunYC
2,s3_t2_r2,1,in,4,-0.1468703,E2_YunYC
2,s3_t2_r2,2,in,3,0.0605837,E2_YunYC
2,s3_t2_r2,3,in,3,-0.257462,E2_YunYC
2,s4_t2_r2,1,in,3,1.9441972,E2_YunYC
2,s4_t2_r2,2,in,3,-0.2086162,E2_YunYC
2,s4_t2_r2,3,in,3,-0.1772304,E2_YunYC
2,s5_t2_r2,1,in,2,0.7037097,E2_YunYC
2,s5_t2_r2,2,in,2,0.3346124,E2_YunYC
2,s5_t2_r2,3,in,2,-0.2671404,E2_YunYC
2,s6_t2_r2,1,in,5,0.2821869,E2_YunYC
2,s6_t2_r2,2,in,5,4.1210427,E2_YunYC
2,s6_t2_r2,3,in,4,0.0018646,E2_YunYC
2,s7_t2_r2,1,in,4,5.4235547,E2_YunYC
2,s7_t2_r2,2,in,6,0.1276202,E2_YunYC
2,s7_t2_r2,3,in,3,-0.198162,E2_YunYC
2,s8_t2_r2,1,in,4,11.766631,E2_YunYC
2,s8_t2_r2,2,in,5,1.8013656,E2_YunYC
2,s8_t2_r2,3,in,4,0.4034516,E2_YunYC
2,s9_t2_r2,1,in,6,0.1009841,E2_YunYC
